"codmunicipio","porte","pib","pib_percapita","pop_estimada","reg_metropolitana","desc_pibpercapita"
3514205,"Pequeno porte",2179619726562,959340039062,2096,"N","Municipio com médio PIB per capita"
3514304,"Pequeno porte",99709078125,1091983984375,8609,"N","Municipio com médio PIB per capita"
3514403,"Médio porte",5755975,1299053027344,43258,"N","Municipio com médio PIB per capita"
3514502,"Pequeno porte",1258322890625,983371972656,12251,"N","Municipio com médio PIB per capita"
3514601,"Pequeno porte",869970703125,1042379980469,8143,"S","Municipio com médio PIB per capita"
3514700,"Pequeno porte",759447265625,1217258007812,6318,"N","Municipio com médio PIB per capita"
3514809,"Pequeno porte",108582,748118994141,14641,"N","Municipio com médio PIB per capita"
3514908,"Pequeno porte",5281391875,344918515625,15775,"S","Municipio com alto PIB per capita"
3514924,"Pequeno porte",52295234375,157658203125,3120,"N","Municipio com alto PIB per capita"
3514957,"Pequeno porte",358355,1467465039062,2423,"N","Municipio com alto PIB per capita"
3515004,"Grande porte",3698098,1486840039062,240230,"S","Municipio com alto PIB per capita"
3515103,"Médio porte",52566775,84598203125,62769,"S","Municipio com médio PIB per capita"
3515129,"Pequeno porte",3197979492188,1004391015625,3020,"N","Municipio com médio PIB per capita"
3515152,"Pequeno porte",21983253125,1537290039062,15721,"S","Municipio com alto PIB per capita"
3515186,"Médio porte",6708861875,1587520996094,41907,"N","Municipio com alto PIB per capita"
3515194,"Pequeno porte",990853359375,22377,4244,"N","Municipio com alto PIB per capita"
3515202,"Pequeno porte",428017,473365390625,8208,"N","Municipio com alto PIB per capita"
3515301,"Pequeno porte",2703544726562,1092783007812,2658,"N","Municipio com médio PIB per capita"
3515350,"Pequeno porte",61219453125,602079980469,9585,"N","Municipio com médio PIB per capita"
3515400,"Pequeno porte",162512703125,1085662011719,15320,"N","Municipio com médio PIB per capita"
3515509,"Médio porte",978006125,1539221972656,64696,"N","Municipio com alto PIB per capita"
3515608,"Pequeno porte",928810078125,1748513085938,5534,"N","Municipio com alto PIB per capita"
3515657,"Pequeno porte",1591924707031,1046629980469,1563,"N","Municipio com médio PIB per capita"
3515707,"Grande porte",1381021625,770525976562,168306,"S","Municipio com médio PIB per capita"
3515806,"Pequeno porte",3183352148438,1568926953125,1752,"N","Municipio com alto PIB per capita"
3515905,"Pequeno porte",3473248046875,1204316015625,3003,"N","Municipio com médio PIB per capita"
3516002,"Pequeno porte",15070821875,1095183984375,12848,"N","Municipio com médio PIB per capita"
3516101,"Pequeno porte",975245234375,3414723828125,2829,"N","Municipio com alto PIB per capita"
3516200,"Grande porte",4220313,1275258007812,318640,"S","Municipio com médio PIB per capita"
3516309,"Grande porte",863953375,549260009766,154472,"S","Municipio com médio PIB per capita"
3516408,"Grande porte",1564532625,1190971972656,131604,"S","Municipio com médio PIB per capita"
3516507,"Pequeno porte",69091734375,256085,2708,"N","Municipio com alto PIB per capita"
3516606,"Pequeno porte",67073984375,1010912011719,7011,"N","Municipio com médio PIB per capita"
3516705,"Médio porte",61320725,1413570996094,43115,"N","Municipio com alto PIB per capita"
3516804,"Pequeno porte",3727869921875,905262011719,4193,"N","Municipio com médio PIB per capita"
3516853,"Pequeno porte",165148078125,3891330859375,4419,"N","Municipio com alto PIB per capita"
3516903,"Pequeno porte",152542734375,1395123046875,10669,"N","Municipio com alto PIB per capita"
3517000,"Pequeno porte",95387296875,870321972656,10765,"N","Municipio com médio PIB per capita"
3517109,"Pequeno porte",50640265625,111370703125,4565,"N","Municipio com médio PIB per capita"
3517208,"Pequeno porte",1309549921875,1168615039062,10670,"N","Municipio com médio PIB per capita"
3517307,"Pequeno porte",4193718359375,884750976562,5425,"N","Municipio com médio PIB per capita"
3517406,"Médio porte",850159125,219815703125,37404,"S","Municipio com alto PIB per capita"
3517505,"Pequeno porte",38987296875,2173447070312,17869,"N","Municipio com alto PIB per capita"
3517604,"Pequeno porte",175721890625,839690039062,17998,"N","Municipio com médio PIB per capita"
3517703,"Pequeno porte",250581265625,1307290039062,19858,"S","Municipio com médio PIB per capita"
3517802,"Pequeno porte",96547890625,1115258007812,8435,"N","Municipio com médio PIB per capita"
3517901,"Pequeno porte",1050164453125,1110228027344,9976,"N","Municipio com médio PIB per capita"
3518008,"Pequeno porte",1931753515625,957736035156,1970,"N","Municipio com médio PIB per capita"
3518107,"Pequeno porte",1266512890625,1895976953125,6404,"N","Municipio com alto PIB per capita"
3518206,"Médio porte",532019125,1794997070312,30597,"N","Municipio com alto PIB per capita"
3518305,"Médio porte",42940871875,1591936035156,25844,"S","Municipio com alto PIB per capita"
3518404,"Grande porte",23368625,206150703125,112072,"S","Municipio com alto PIB per capita"
3518503,"Pequeno porte",132047078125,885153027344,14565,"N","Municipio com médio PIB per capita"
3518602,"Médio porte",50286915625,1457254003906,35486,"S","Municipio com alto PIB per capita"
3518701,"Grande porte",34290985,1113133984375,290752,"S","Municipio com médio PIB per capita"
3518800,"Grande porte",32473828,2499365039062,1221979,"S","Municipio com alto PIB per capita"
3518859,"Pequeno porte",9228671875,1446046972656,6966,"S","Municipio com alto PIB per capita"
3518909,"Pequeno porte",45986609375,93525703125,4754,"N","Municipio com médio PIB per capita"
3519006,"Pequeno porte",113647359375,1245450976562,8696,"N","Municipio com médio PIB per capita"
3519055,"Pequeno porte",50427721875,49322890625,11299,"S","Municipio com alto PIB per capita"
3519071,"Grande porte",48557375,2358802929688,192692,"S","Municipio com alto PIB per capita"
3519105,"Pequeno porte",3457734375,3552953125,10013,"N","Municipio com alto PIB per capita"
3519204,"Pequeno porte",696596015625,1012641015625,6419,"N","Municipio com médio PIB per capita"
3519253,"Pequeno porte",5171451171875,91400703125,6376,"N","Municipio com médio PIB per capita"
3519303,"Médio porte",349127375,1174958984375,30734,"N","Municipio com médio PIB per capita"
3519402,"Pequeno porte",1106553046875,993225976562,10896,"N","Municipio com médio PIB per capita"
3519501,"Pequeno porte",97352359375,1345575,6725,"N","Municipio com alto PIB per capita"
3519600,"Médio porte",711619875,1338940039062,53158,"N","Municipio com alto PIB per capita"
3519709,"Médio porte",7031880625,1043429980469,71217,"S","Municipio com médio PIB per capita"
3519808,"Pequeno porte",902583984375,1383483007812,7462,"N","Municipio com alto PIB per capita"
3519907,"Pequeno porte",124229359375,1581330957031,7628,"N","Municipio com alto PIB per capita"
3520004,"Pequeno porte",158198953125,655774023438,23362,"N","Municipio com médio PIB per capita"
3520103,"Médio porte",5440581875,1927233984375,27952,"S","Municipio com alto PIB per capita"
3520202,"Pequeno porte",842431015625,941263964844,8831,"S","Municipio com médio PIB per capita"
3520301,"Médio porte",25251578125,823196972656,28841,"N","Municipio com médio PIB per capita"
3520400,"Médio porte",3036943125,1167561035156,28196,"S","Municipio com médio PIB per capita"
3520426,"Pequeno porte",9717928125,963125,9025,"N","Municipio com médio PIB per capita"
3520442,"Médio porte",11190345,4450503125,25064,"N","Municipio com alto PIB per capita"
3520509,"Grande porte",51566075,2805508007812,201619,"S","Municipio com alto PIB per capita"
3520608,"Pequeno porte",37543671875,790227001953,4825,"N","Municipio com médio PIB per capita"
3520707,"Pequeno porte",442716015625,1121083984375,3903,"N","Municipio com médio PIB per capita"
3520806,"Pequeno porte",511216015625,1330945019531,3630,"N","Municipio com médio PIB per capita"
3520905,"Pequeno porte",196485703125,1443898046875,13663,"N","Municipio com alto PIB per capita"
3521002,"Médio porte",353688,1284923046875,28300,"S","Municipio com médio PIB per capita"
3521101,"Pequeno porte",1148373984375,2017876953125,6016,"S","Municipio com alto PIB per capita"
3521150,"Pequeno porte",343869375,808533984375,4463,"N","Municipio com médio PIB per capita"
3521200,"Pequeno porte",2646731445312,552668994141,4299,"N","Municipio com médio PIB per capita"
3521309,"Pequeno porte",204742140625,1289065039062,14148,"S","Municipio com médio PIB per capita"
3521408,"Pequeno porte",5207043125,2643168945312,20029,"S","Municipio com alto PIB per capita"
3521507,"Pequeno porte",87297953125,1251045019531,7275,"N","Municipio com médio PIB per capita"
3521606,"Pequeno porte",62625421875,795343994141,7789,"N","Municipio com médio PIB per capita"
3521705,"Pequeno porte",32704371875,1850423046875,17858,"N","Municipio com alto PIB per capita"
3521804,"Pequeno porte",34330971875,1424936035156,24008,"N","Municipio com alto PIB per capita"
3521903,"Pequeno porte",203594890625,1386603027344,14556,"N","Municipio com alto PIB per capita"
3522000,"Pequeno porte",43299421875,1595409960938,3246,"N","Municipio com alto PIB per capita"
3522109,"Médio porte",82409075,943565039062,87057,"S","Municipio com médio PIB per capita"
3522158,"Pequeno porte",2115591796875,673112011719,3228,"N","Municipio com médio PIB per capita"
3522208,"Grande porte",32072495,1979991015625,152614,"S","Municipio com alto PIB per capita"
3522307,"Grande porte",21647725,1454741992188,144377,"S","Municipio com alto PIB per capita"
3522406,"Médio porte",1120700,1248440039062,87753,"N","Municipio com médio PIB per capita"
3522505,"Grande porte",363820725,1767141015625,200769,"S","Municipio com alto PIB per capita"
3522604,"Médio porte",15295485,2105163085938,68537,"N","Municipio com alto PIB per capita"
3522653,"Pequeno porte",23267171875,593702001953,3880,"N","Municipio com médio PIB per capita"
3522703,"Médio porte",6564314375,1624387988281,40051,"N","Municipio com alto PIB per capita"
3522802,"Pequeno porte",1193033828125,807195019531,14549,"N","Municipio com médio PIB per capita"
3522901,"Pequeno porte",211197859375,1684731054688,12173,"N","Municipio com alto PIB per capita"
3523008,"Pequeno porte",6196803515625,1572394042969,4357,"N","Municipio com alto PIB per capita"
3523107,"Grande porte",286101725,796379980469,321770,"S","Municipio com médio PIB per capita"
3523206,"Médio porte",5508630625,107146796875,47934,"N","Municipio com médio PIB per capita"
3523305,"Pequeno porte",94274328125,578937988281,15471,"N","Municipio com médio PIB per capita"
3523404,"Grande porte",292806075,2956233984375,101471,"S","Municipio com alto PIB per capita"
3523503,"Pequeno porte",2261460625,1184941015625,18052,"N","Municipio com médio PIB per capita"
3523602,"Pequeno porte",17025415625,1148116015625,15524,"N","Municipio com médio PIB per capita"
3523701,"Pequeno porte",584541640625,990245019531,5914,"S","Municipio com médio PIB per capita"
3523800,"Pequeno porte",675647734375,876554003906,7546,"N","Municipio com médio PIB per capita"
3523909,"Grande porte",413126325,2624958007812,154147,"S","Municipio com alto PIB per capita"
3524006,"Médio porte",1736231125,4089291015625,44859,"S","Municipio com alto PIB per capita"
3524105,"Médio porte",515295625,1260445996094,38695,"S","Municipio com médio PIB per capita"
3524204,"Pequeno porte",742038203125,1105045996094,6592,"N","Municipio com médio PIB per capita"
3524303,"Médio porte",1418964875,1941552929688,71662,"S","Municipio com alto PIB per capita"
3524402,"Grande porte",48323755,2270597070312,211214,"S","Municipio com alto PIB per capita"
3524501,"Pequeno porte",1365585625,2457858007812,5657,"N","Municipio com alto PIB per capita"
3524600,"Pequeno porte",1724160625,1056341992188,17208,"N","Municipio com médio PIB per capita"
3524709,"Médio porte",271457575,660368203125,44311,"S","Municipio com alto PIB per capita"
3524808,"Médio porte",668454875,1337016992188,47012,"N","Municipio com alto PIB per capita"
3524907,"Pequeno porte",7418625625,1336689375,5349,"S","Municipio com alto PIB per capita"
3525003,"Grande porte",1409889375,1257370019531,108344,"S","Municipio com médio PIB per capita"
3525102,"Médio porte",48772896875,1301616992188,37661,"S","Municipio com médio PIB per capita"
3525201,"Pequeno porte",3990770625,1748650976562,23847,"S","Municipio com alto PIB per capita"
3525300,"Grande porte",17608225,1299058984375,131040,"N","Municipio com médio PIB per capita"
3525409,"Pequeno porte",754028671875,2344616992188,3160,"S","Municipio com alto PIB per capita"
3525508,"Pequeno porte",133914796875,1198986035156,11768,"N","Municipio com médio PIB per capita"
3525607,"Pequeno porte",515561796875,1186837011719,4150,"N","Municipio com médio PIB per capita"
3525706,"Médio porte",741693375,2278558007812,32763,"N","Municipio com alto PIB per capita"
3525805,"Pequeno porte",3281591015625,722977001953,4430,"N","Municipio com médio PIB per capita"
3525854,"Pequeno porte",4932047265625,215373203125,2798,"S","Municipio com alto PIB per capita"
3525904,"Grande porte",16585137,4739571875,370126,"S","Municipio com alto PIB per capita"
3526001,"Pequeno porte",2183039375,1092830957031,18726,"N","Municipio com médio PIB per capita"
3526100,"Pequeno porte",145942484375,745175,19246,"N","Municipio com médio PIB per capita"
3526209,"Médio porte",22297078125,760083984375,28737,"S","Municipio com médio PIB per capita"
3526308,"Pequeno porte",4804841796875,97878203125,4841,"S","Municipio com médio PIB per capita"
3526407,"Médio porte",4110114375,1563019042969,25251,"S","Municipio com alto PIB per capita"
3526506,"Pequeno porte",98269296875,1040437011719,8779,"N","Municipio com médio PIB per capita"
3526605,"Pequeno porte",5857169140625,836499023438,6590,"S","Municipio com médio PIB per capita"
3526704,"Médio porte",1338844125,1504404003906,91756,"S","Municipio com alto PIB per capita"
3526803,"Médio porte",1865871125,2947011914062,61428,"N","Municipio com alto PIB per capita"
3526902,"Grande porte",5752286,2042838085938,276022,"S","Municipio com alto PIB per capita"
